index,id,productName,finalPrice,originalPrice,discountValue,discountPercentage,category,url,rating,ratingAverage
"73","102143738894","LENOVO IDEAPAD 330 AMD A4 (DUAL CORE) 8GB 512GB 14"" W10 OFFICE 2021","Rp3.700.000","null","None","0","Komputer & Laptop/Laptop/Laptop Consumer","https://www.tokopedia.com/alphadatanetworkindo/lenovo-ideapad-330-amd-a4-dual-core-8gb-512gb-14-w10-office-2021-1732280925125706876","5","5.0"
"74","14952638546","Lampu strip neon flex LED cahaya soft tidak bintik light neon flex selang flexibel 220v waterproof socket","Rp16.500","Rp17.500","Rp1.000","6","Pertukangan/Lampu/Lampu Hias","https://www.tokopedia.com/electrolight/lampu-strip-neon-flex-led-cahaya-soft-tidak-bintik-light-neon-flex-selang-flexibel-220v-waterproof-socket-warm-71328","5","4.9"
"297","100482714860","Samsung Galaxy S24 FE 5G 8/128GB 8/256GB 8/512GB Smartphone AI, Original, GARANSI SEIN","Rp7.499.000","Rp9.999.000","Rp2.500.000","25","Handphone & Tablet/Tablet/Android OS","https://www.tokopedia.com/mhi-samsung/samsung-galaxy-s24-fe-5g-8-128gb-8-256gb-8-512gb-smartphone-ai-original-garansi-sein-1731446320652191335","5","5.0"
"298","12679885258","MONITOR SAMSUNG 24 inch FHD IPS 100HZ S24D300 Bezel-less Design HDMI Freesync |  S24R350 S24C330","Rp1.199.000","null","None","0","Komputer & Laptop/Monitor/Monitor LED","https://www.tokopedia.com/planetcomputer/monitor-samsung-24-inch-fhd-ips-100hz-s24d300-bezel-less-design-hdmi-freesync-s24r350-s24c330-1731163362820129966","5","5.0"
"299","2179404967","Headphone Bluetooth Pure Extra Bass Headset Wireless P47 PRO","Rp29.900","Rp95.900","Rp66.000","69","Audio, Kamera & Elektronik Lainnya/Audio/Headphone","https://www.tokopedia.com/smartclick/headphone-bluetooth-pure-extra-bass-headset-wireless-p47-pro","5","4.7"
"300","12802694665","Paket Sembako Murah Beras SANIA 5 kg Minyak Goreng Sania 1 L","Rp149.500","null","None","0","Makanan & Minuman/Hampers, Parsel, dan Paket Makanan/Paket Sembako","https://www.tokopedia.com/tokoritelid/paket-sembako-murah-beras-sania-5-kg-minyak-goreng-sania-1-l-pkt-beras-cjr-1-9ca49","5","4.7"
"301","12106831779","True to Skin - Skinlike Porefecting Cushion SPF 35PA+++","Rp105.900","Rp169.000","Rp63.100","37","Kecantikan/Make up Wajah/Cushion","https://www.tokopedia.com/truetoskin/true-to-skin-skinlike-porefecting-cushion-spf-35pa-cheesecake-3cae2","5","4.9"
"302","100266128976","Hannochs Lampu LED Nova 12W Cahaya Putih ( PAKET 3pcs )","Rp61.000","Rp92.100","Rp31.100","34","Pertukangan/Lampu/Bohlam","https://www.tokopedia.com/hannochs/hannochs-lampu-led-nova-12w-cahaya-putih-paket-3pcs-1729434811181796192","5","4.9"
"303","100292066918","Philips | OneBlade | Alat Cukur Electric Hybrid Pria | Cukur dan Tata Tanpa Luka Baret | Handle | QP1424/10","Rp307.200","Rp339.900","Rp32.700","10","Perawatan Tubuh/Grooming/Alat Cukur Elektrik","https://www.tokopedia.com/philipsofficialstore/philips-oneblade-alat-cukur-electric-hybrid-pria-cukur-dan-tata-tanpa-luka-baret-handle-qp1424-10-1729618551087139621","5","4.9"
"304","3641910101","Pome Optimun 1 Sachet - Elderberry & Moringa Gummy dengan Vit. C, Vit D, Zinc, dan Selenium","Rp25.760","Rp28.000","Rp2.240","8","Makanan & Minuman/Makanan Ringan/Permen","https://www.tokopedia.com/getpome/pome-optimun-10-gummy-pack-multivitamin-immune-system-supplement","5","5.0"
"305","100273995541","The Originote Hyalucera Moisturizer Gel Ceramide Hyaluronic Muka Wajah Pelembab Mengencangkan Muka Pencerah Glowing  niacinamide acid skincare dull skin acne jerawat barrier Memutihkan Menerangi kulit kusam smooth Facial day night cream skincare routine","Rp42.000","Rp75.000","Rp33.000","44","Kecantikan/Perawatan Wajah/Face Mist","https://www.tokopedia.com/theoriginote/the-originote-hyalucera-moisturizer-gel-ceramide-hyaluronic-muka-wajah-pelembab-mengencangkan-muka-pencerah-glowing-niacinamide-acid-skincare-dull-skin-acne-jerawat-barrier-memutihkan-menerangi-kulit-kusam-smooth-facial-day-night-cream-skincare-routine-1729425247487363528","5","4.9"
"306","2678687692","Susu UHT ULTRA MIMI 125ml Ultra Milk Vanila Stroberi Cokelat","Rp3.800","null","None","0","Makanan & Minuman/Susu & Olahan Susu/Susu UHT","https://www.tokopedia.com/tobakingmurahonline/susu-uht-ultra-mimi-125ml-ultra-milk-vanila-stroberi-cokelat-cokelat","5","5.0"
"307","14045033572","Sea Makeup Gleam Luster Tinted Lip Balm - Melembabkan dan Mencerahkan Bibir Lightweight Cover Tanpa Rasa Lengket dan Berminyak","Rp58.000","Rp120.000","Rp62.000","52","Kecantikan/Lip Color & Lip Care/Lipgloss","https://www.tokopedia.com/seamakeupid/sea-makeup-gleam-luster-tinted-lip-balm-melembabkan-dan-mencerahkan-bibir-lightweight-cover-tanpa-rasa-lengket-dan-berminyak-1729657826123941081","5","4.8"
"308","100570381898","kopi kapal api renceng ( 23 gram )","Rp62.999","null","None","0","Makanan & Minuman/Makanan Jadi/Ready to Cook (Siap Masak)","https://www.tokopedia.com/albasri-shop-581/kopi-kapal-api-renceng-23-gram-1731600750471316880","5","5.0"
"309","7768451682","(RESMI) Samsung Galaxy S23 Ultra S23+ Plus S23 1TB 512GB 256GB 128GB","Rp14.499.000","null","None","0","Handphone & Tablet/Handphone/Android OS","https://www.tokopedia.com/putra-group/resmi-samsung-galaxy-s23-ultra-s23-plus-s23-1tb-512gb-256gb-128gb-s23-ultra-512gb-cream","5","5.0"
"310","2126344476","SERBASHOP.ID Gantungan Perekat Ajaib Tanpa Bor Model Paku Baut","Rp800","null","None","0","Pertukangan/Baut & Mur Pengencang/Hook","https://www.tokopedia.com/serbashopidn/serbashop-id-gantungan-perekat-ajaib-tanpa-bor-model-paku-baut-paku","5","5.0"
"311","12355167123","Baby happy S38 / M32 / L28 / XL26 / XXL24 1 ball","Rp44.000","null","None","0","Ibu & Bayi/Popok/Popok Sekali Pakai","https://www.tokopedia.com/bellarosashop/baby-happy-s38-m32-l28-xl26-xxl24-1-ball-s-14076","5","5.0"
"312","4579790458","Minyak Goreng Filma 2 Liter Surabaya Free Buble Wrab","Rp28.000","null","None","0","Makanan & Minuman/Bumbu & Bahan Masakan/Minyak","https://www.tokopedia.com/rajaberassurabaya/minyak-goreng-filma-2-liter-surabaya-free-buble-wrab-1-liter","5","4.7"
"313","14562499863","Rautan / Serutan Pensil Transparan / Bening 1 / 2 Lubang / Double / Dual Holes Transparent / Clear Pencil Sharpener Samoyed SHP-B","Rp315","Rp900","Rp585","65","Office & Stationery/Alat Tulis/Rautan","https://www.tokopedia.com/stasio/rautan-serutan-pensil-transparan-bening-1-2-lubang-double-dual-holes-transparent-clear-pencil-sharpener-samoyed-shp-b-1731338304930940765","5","5.0"
"314","6152214554","pasir tofu soya life cat 7 liter Murah","Rp59.390","null","None","0","Perawatan Hewan/Perawatan Kucing/Pasir Kucing","https://www.tokopedia.com/catdogpetshop/pasir-tofu-soya-life-cat-7-liter-murah-mango-smooties","5","5.0"
"315","1097668414","Pamosroom Kuali Wajan Penggorengan Gagang 29cm Keramik Anti Lengket","Rp228.572","null","None","0","Dapur/Peralatan Masak/Wajan","https://www.tokopedia.com/pamosroom-living/pamosroom-kuali-wajan-penggorengan-gagang-29cm-keramik-anti-lengket","5","4.9"
